scenario_id,plan_id,rule_id,year,metric,actual,limit,operator,ok,severity,scope
MANDATORY_STRESS,P3_isru_zbo_reactive,BASE_CRITICAL_SERVICE,2035,critical_service_level,1.000000,0.990000,>=,True,guideline,
MANDATORY_STRESS,P3_isru_zbo_reactive,BASE_CRITICAL_SERVICE,2036,critical_service_level,1.000000,0.990000,>=,True,guideline,
MANDATORY_STRESS,P3_isru_zbo_reactive,BASE_CRITICAL_SERVICE,2037,critical_service_level,1.000000,0.990000,>=,True,guideline,
MANDATORY_STRESS,P3_isru_zbo_reactive,BASE_CRITICAL_SERVICE,2038,critical_service_level,1.000000,0.990000,>=,True,guideline,
MANDATORY_STRESS,P3_isru_zbo_reactive,BASE_CRITICAL_SERVICE,2039,critical_service_level,1.000000,0.990000,>=,True,guideline,
MANDATORY_STRESS,P3_isru_zbo_reactive,BASE_CRITICAL_SERVICE,2040,critical_service_level,1.000000,0.990000,>=,True,guideline,
MANDATORY_STRESS,P3_isru_zbo_reactive,BASE_TOTAL_SERVICE,2035,total_service_level,1.000000,0.970000,>=,True,guideline,
MANDATORY_STRESS,P3_isru_zbo_reactive,BASE_TOTAL_SERVICE,2036,total_service_level,1.000000,0.970000,>=,True,guideline,
MANDATORY_STRESS,P3_isru_zbo_reactive,BASE_TOTAL_SERVICE,2037,total_service_level,1.000000,0.970000,>=,True,guideline,
MANDATORY_STRESS,P3_isru_zbo_reactive,BASE_TOTAL_SERVICE,2038,total_service_level,0.996987,0.970000,>=,True,guideline,
MANDATORY_STRESS,P3_isru_zbo_reactive,BASE_TOTAL_SERVICE,2039,total_service_level,1.000000,0.970000,>=,True,guideline,
MANDATORY_STRESS,P3_isru_zbo_reactive,BASE_TOTAL_SERVICE,2040,total_service_level,1.000000,0.970000,>=,True,guideline,
MANDATORY_STRESS,P3_isru_zbo_reactive,CAPEX_2037,2035,cumulative_capex,0.000000,1800.000000,<=,True,hard,through_2037
MANDATORY_STRESS,P3_isru_zbo_reactive,CAPEX_2037,2036,cumulative_capex,1250.000000,1800.000000,<=,True,hard,through_2037
MANDATORY_STRESS,P3_isru_zbo_reactive,CAPEX_2037,2037,cumulative_capex,1430.000000,1800.000000,<=,True,hard,through_2037
MANDATORY_STRESS,P3_isru_zbo_reactive,CAPEX_2040,2035,cumulative_capex,0.000000,2800.000000,<=,True,hard,through_2040
