scenario_id,plan_id,year,month,storage_mode,storage_capacity_t,loss_rate,opening_t,planned_inflow_t,throughput_t,losses_t,available_t,demand_t,critical_demand_t,served_t,served_critical_t,shortage_t,shortage_critical_t,closing_t,holding_cost_mln,peak_stock_t,delivery_batches,inflow_A_t
TEAM_HIGH_DEMAND,P2z_earth_new_zbo_team_high_demand,2035,1,BASE,70.000000,0.045000,13.561668,10.071967,10.071967,0.453238,23.180397,9.166667,7.333333,9.166667,7.333333,0.000000,0.000000,14.013730,0.827262,23.180397,1,10.071967
TEAM_HIGH_DEMAND,P2z_earth_new_zbo_team_high_demand,2035,2,BASE,70.000000,0.045000,14.013730,10.071967,10.071967,0.453238,23.632458,9.166667,7.333333,9.166667,7.333333,0.000000,0.000000,14.465791,0.854386,23.632458,1,10.071967
TEAM_HIGH_DEMAND,P2z_earth_new_zbo_team_high_demand,2035,3,BASE,70.000000,0.045000,14.465791,10.071967,10.071967,0.453238,24.084520,9.166667,7.333333,9.166667,7.333333,0.000000,0.000000,14.917853,0.881509,24.084520,1,10.071967
TEAM_HIGH_DEMAND,P2z_earth_new_zbo_team_high_demand,2035,4,BASE,70.000000,0.045000,14.917853,10.071967,10.071967,0.453238,24.536581,9.166667,7.333333,9.166667,7.333333,0.000000,0.000000,15.369914,0.908633,24.536581,1,10.071967
TEAM_HIGH_DEMAND,P2z_earth_new_zbo_team_high_demand,2035,5,BASE,70.000000,0.045000,15.369914,10.071967,10.071967,0.453238,24.988643,9.166667,7.333333,9.166667,7.333333,0.000000,0.000000,15.821976,0.935757,24.988643,1,10.071967
TEAM_HIGH_DEMAND,P2z_earth_new_zbo_team_high_demand,2035,6,BASE,70.000000,0.045000,15.821976,10.071967,10.071967,0.453238,25.440704,9.166667,7.333333,9.166667,7.333333,0.000000,0.000000,16.274037,0.962880,25.440704,1,10.071967
TEAM_HIGH_DEMAND,P2z_earth_new_zbo_team_high_demand,2035,7,BASE,70.000000,0.045000,16.274037,10.071967,10.071967,0.453238,25.892766,9.166667,7.333333,9.166667,7.333333,0.000000,0.000000,16.726099,0.990004,25.892766,1,10.071967
TEAM_HIGH_DEMAND,P2z_earth_new_zbo_team_high_demand,2035,8,BASE,70.000000,0.045000,16.726099,10.071967,10.071967,0.453238,26.344827,9.166667,7.333333,9.166667,7.333333,0.000000,0.000000,17.178160,1.017128,26.344827,1,10.071967
TEAM_HIGH_DEMAND,P2z_earth_new_zbo_team_high_demand,2035,9,BASE,70.000000,0.045000,17.178160,10.071967,10.071967,0.453238,26.796889,9.166667,7.333333,9.166667,7.333333,0.000000,0.000000,17.630222,1.044251,26.796889,1,10.071967
TEAM_HIGH_DEMAND,P2z_earth_new_zbo_team_high_demand,2035,10,BASE,70.000000,0.045000,17.630222,10.071967,10.071967,0.453238,27.248950,9.166667,7.333333,9.166667,7.333333,0.000000,0.000000,18.082283,1.071375,27.248950,1,10.071967
TEAM_HIGH_DEMAND,P2z_earth_new_zbo_team_high_demand,2035,11,BASE,70.000000,0.045000,18.082283,10.071967,10.071967,0.453238,27.701012,9.166667,7.333333,9.166667,7.333333,0.000000,0.000000,18.534345,1.098499,27.701012,1,10.071967
TEAM_HIGH_DEMAND,P2z_earth_new_zbo_team_high_demand,2035,12,BASE,70.000000,0.045000,18.534345,10.071967,10.071967,0.453238,28.153073,9.166667,7.333333,9.166667,7.333333,0.000000,0.000000,18.986406,1.125623,28.153073,1,10.071967
TEAM_HIGH_DEMAND,P2z_earth_new_zbo_team_high_demand,2036,1,BASE,70.000000,0.045000,18.986406,14.029742,14.029742,0.631338,32.384810,12.833333,9.625000,12.833333,9.625000,0.000000,0.000000,19.551476,1.156136,32.384810,1,14.029742
TEAM_HIGH_DEMAND,P2z_earth_new_zbo_team_high_demand,2036,2,BASE,70.000000,0.045000,19.551476,14.029742,14.029742,0.631338,32.949880,12.833333,9.625000,12.833333,9.625000,0.000000,0.000000,20.116546,1.190041,32.949880,1,14.029742
TEAM_HIGH_DEMAND,P2z_earth_new_zbo_team_high_demand,2036,3,BASE,70.000000,0.045000,20.116546,14.029742,14.029742,0.631338,33.514950,12.833333,9.625000,12.833333,9.625000,0.000000,0.000000,20.681616,1.223945,33.514950,1,14.029742
TEAM_HIGH_DEMAND,P2z_earth_new_zbo_team_high_demand,2036,4,BASE,70.000000,0.045000,20.681616,14.029742,14.029742,0.631338,34.080020,12.833333,9.625000,12.833333,9.625000,0.000000,0.000000,21.246686,1.257849,34.080020,1,14.029742
TEAM_HIGH_DEMAND,P2z_earth_new_zbo_team_high_demand,2036,5,BASE,70.000000,0.045000,21.246686,14.029742,14.029742,0.631338,34.645090,12.833333,9.625000,12.833333,9.625000,0.000000,0.000000,21.811756,1.291753,34.645090,1,14.029742
TEAM_HIGH_DEMAND,P2z_earth_new_zbo_team_high_demand,2036,6,BASE,70.000000,0.045000,21.811756,14.029742,14.029742,0.631338,35.210160,12.833333,9.625000,12.833333,9.625000,0.000000,0.000000,22.376826,1.325657,35.210160,1,14.029742
TEAM_HIGH_DEMAND,P2z_earth_new_zbo_team_high_demand,2036,7,BASE,70.000000,0.045000,22.376826,14.029742,14.029742,0.631338,35.775230,12.833333,9.625000,12.833333,9.625000,0.000000,0.000000,22.941896,1.359562,35.775230,1,14.029742
TEAM_HIGH_DEMAND,P2z_earth_new_zbo_team_high_demand,2036,8,BASE,70.000000,0.045000,22.941896,14.029742,14.029742,0.631338,36.340299,12.833333,9.625000,12.833333,9.625000,0.000000,0.000000,23.506966,1.393466,36.340299,1,14.029742
TEAM_HIGH_DEMAND,P2z_earth_new_zbo_team_high_demand,2036,9,BASE,70.000000,0.045000,23.506966,14.029742,14.029742,0.631338,36.905369,12.833333,9.625000,12.833333,9.625000,0.000000,0.000000,24.072036,1.427370,36.905369,1,14.029742
TEAM_HIGH_DEMAND,P2z_earth_new_zbo_team_high_demand,2036,10,BASE,70.000000,0.045000,24.072036,14.029742,14.029742,0.631338,37.470439,12.833333,9.625000,12.833333,9.625000,0.000000,0.000000,24.637106,1.461274,37.470439,1,14.029742
