scenario_id,plan_id,source_id,name,year,period,available_months,period_fraction,capacity_t_per_year,reserved_capacity_t,reserved_period_t,ordered_t,planned_delivery_t,actual_delivery_t,delivery_share,price_mln_per_t,price_multiplier,payable_volume_t,take_or_pay_idle_t,procurement_mln,reservation_payment_mln,take_or_pay_topup_mln
TEAM_HIGH_DEMAND,P3_isru_zbo_team_high_demand,B,Earth-Flex,2034,prep,1,1.000000,110.000000,14.200700,14.200700,14.200700,14.200700,13.561668,1.000000,8.900000,1.000000,14.200700,0.000000,126.386230,2.130105,0.000000
TEAM_HIGH_DEMAND,P3_isru_zbo_team_high_demand,A,Earth-Core,2035,year,12,1.000000,190.000000,120.864000,120.864000,120.863600,120.863600,120.863600,1.000000,6.200000,1.000000,120.863600,0.000000,749.354320,54.388800,0.000000
TEAM_HIGH_DEMAND,P3_isru_zbo_team_high_demand,B,Earth-Flex,2035,year,12,1.000000,110.000000,0,0.000000,0.000000,0.000000,0.000000,1.000000,8.900000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
TEAM_HIGH_DEMAND,P3_isru_zbo_team_high_demand,C,Earth-New,2035,year,0,0.000000,130.000000,0,0.000000,0.000000,0.000000,0.000000,1.000000,7.100000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
TEAM_HIGH_DEMAND,P3_isru_zbo_team_high_demand,D,Lunar-ISRU,2035,year,0,0.000000,120.000000,0,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
TEAM_HIGH_DEMAND,P3_isru_zbo_team_high_demand,E,Emergency,2035,year,12,1.000000,80.000000,0,0.000000,0.000000,0.000000,0.000000,1.000000,13.800000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
TEAM_HIGH_DEMAND,P3_isru_zbo_team_high_demand,A,Earth-Core,2036,year,12,1.000000,190.000000,168.357000,168.357000,168.356900,168.356900,168.356900,1.000000,6.200000,1.000000,168.356900,0.000000,1043.812780,75.760650,0.000000
TEAM_HIGH_DEMAND,P3_isru_zbo_team_high_demand,B,Earth-Flex,2036,year,12,1.000000,110.000000,0,0.000000,0.000000,0.000000,0.000000,1.000000,8.900000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
TEAM_HIGH_DEMAND,P3_isru_zbo_team_high_demand,C,Earth-New,2036,year,0,0.000000,130.000000,0,0.000000,0.000000,0.000000,0.000000,1.000000,7.100000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
TEAM_HIGH_DEMAND,P3_isru_zbo_team_high_demand,D,Lunar-ISRU,2036,year,0,0.000000,120.000000,0,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
TEAM_HIGH_DEMAND,P3_isru_zbo_team_high_demand,E,Emergency,2036,year,12,1.000000,80.000000,0,0.000000,0.000000,0.000000,0.000000,1.000000,13.800000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
